0.000000  0.049719  0.000000  0.049719
1.000000  0.049446  0.000288  0.049734
2.000000  0.049416  0.000266  0.049681
3.000000  0.049506  0.000203  0.049710
4.000000  0.049522  0.000200  0.049721
5.000000  0.049451  0.000254  0.049705
6.000000  0.049427  0.000283  0.049710
7.000000  0.049451  0.000272  0.049722
8.000000  0.049452  0.000254  0.049706
9.000000  0.049521  0.000200  0.049721
10.000000  0.049513  0.000204  0.049717
11.000000  0.049483  0.000242  0.049725
12.000000  0.049587  0.000134  0.049721
13.000000  0.049407  0.000321  0.049728
14.000000  0.049379  0.000334  0.049714
15.000000  0.049405  0.000308  0.049714
16.000000  0.049469  0.000261  0.049731
17.000000  0.049434  0.000299  0.049733
18.000000  0.049513  0.000203  0.049716
19.000000  0.049607  0.000138  0.049745
20.000000  0.049532  0.000192  0.049724
21.000000  0.049555  0.000178  0.049734
22.000000  0.049468  0.000243  0.049711
23.000000  0.049431  0.000302  0.049732
24.000000  0.049473  0.000240  0.049713
25.000000  0.049558  0.000166  0.049724
26.000000  0.049440  0.000290  0.049731
27.000000  0.049499  0.000226  0.049726
28.000000  0.049477  0.000249  0.049726
29.000000  0.049498  0.000224  0.049722
30.000000  0.049533  0.000178  0.049711
31.000000  0.049473  0.000264  0.049737
32.000000  0.049426  0.000308  0.049734
33.000000  0.049355  0.000367  0.049723
34.000001  0.049467  0.000235  0.049702
35.000001  0.049507  0.000238  0.049745
36.000001  0.049310  0.000416  0.049726
37.000001  0.049432  0.000268  0.049700
38.000001  0.049511  0.000211  0.049721
39.000001  0.049379  0.000351  0.049730
40.000001  0.049392  0.000318  0.049710
41.000001  0.049520  0.000207  0.049727
42.000001  0.049426  0.000304  0.049730
43.000001  0.049483  0.000231  0.049714
44.000001  0.049473  0.000262  0.049735
45.000001  0.049460  0.000250  0.049710
46.000001  0.049586  0.000124  0.049710
47.000001  0.049500  0.000236  0.049736
48.000001  0.049315  0.000394  0.049709
49.000001  0.049417  0.000264  0.049682
50.000001  0.049554  0.000153  0.049707
51.000001  0.049435  0.000278  0.049713
52.000001  0.049392  0.000304  0.049696
53.000001  0.049465  0.000231  0.049697
54.000001  0.049458  0.000260  0.049718
55.000001  0.049420  0.000299  0.049720
56.000001  0.049449  0.000252  0.049701
57.000001  0.049507  0.000212  0.049720
58.000001  0.049389  0.000339  0.049727
59.000001  0.049429  0.000291  0.049720
60.000001  0.049455  0.000283  0.049737
61.000001  0.049460  0.000286  0.049745
62.000001  0.049462  0.000290  0.049752
63.000001  0.049442  0.000312  0.049753
64.000001  0.049337  0.000418  0.049755
65.000001  0.049384  0.000360  0.049744
66.000001  0.049469  0.000292  0.049761
67.000001  0.049412  0.000345  0.049758
68.000001  0.049531  0.000207  0.049738
69.000001  0.049560  0.000209  0.049769
70.000001  0.049546  0.000207  0.049754
71.000001  0.049541  0.000242  0.049783
72.000001  0.049441  0.000324  0.049765
73.000001  0.049466  0.000296  0.049761
74.000001  0.049402  0.000355  0.049756
75.000001  0.049485  0.000264  0.049749
76.000001  0.049533  0.000222  0.049754
77.000001  0.049539  0.000210  0.049749
78.000001  0.049520  0.000225  0.049745
79.000001  0.049523  0.000223  0.049746
80.000001  0.049537  0.000212  0.049749
81.000001  0.049456  0.000278  0.049734
82.000001  0.049478  0.000275  0.049753
83.000001  0.049487  0.000268  0.049755
84.000001  0.049415  0.000329  0.049744
85.000001  0.049478  0.000263  0.049742
86.000001  0.049544  0.000205  0.049749
87.000001  0.049559  0.000196  0.049755
88.000001  0.049537  0.000212  0.049749
89.000001  0.049529  0.000233  0.049762
90.000001  0.049477  0.000270  0.049747
91.000001  0.049557  0.000195  0.049752
92.000001  0.049489  0.000246  0.049736
93.000001  0.049581  0.000165  0.049747
94.000001  0.049500  0.000266  0.049766
95.000001  0.049437  0.000307  0.049744
96.000001  0.049442  0.000307  0.049749
97.000001  0.049409  0.000332  0.049742
98.000001  0.049499  0.000243  0.049742
99.000001  0.049505  0.000244  0.049749
100.000001  0.049439  0.000300  0.049738
